Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Model_speaker,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
English,S17,Repetition,American,British,P1,M,AF_01,Low,TRAP,1069.789,1333.897,5.735,5.914,6.970,4.341,-0.941,-0.272,1.583,-4.082,6.676,6.186,5.386,8.423,3.134,2.708,4.941,1.758,19.286,16.973,22.081,18.791,18.364,16.763,19.566,18.749,19.137,18.323,19.901,19.178,28.203,27.116,29.142,28.389,220.968,224.211,219.733,218.932,0.895,0.903,0.892,0.888,45.922,50.353,49.210,34.966
English,S17,Repetition,American,British,P1,M,AF_04,Low,TRAP,760.431,1047.505,2.315,3.199,4.535,-0.742,-5.021,-5.157,-3.146,-6.722,7.336,8.355,7.682,5.980,8.575,9.182,9.107,7.472,25.568,23.542,30.612,22.645,26.110,25.602,33.951,18.887,24.240,24.677,29.815,18.356,18.593,19.490,20.388,15.961,181.792,185.671,175.762,183.831,0.580,0.828,0.428,0.451,16.113,23.854,12.127,11.051
English,S17,Repetition,American,British,P1,M,AF_06,Low,TRAP,780.894,1086.867,7.520,5.287,9.586,7.724,1.659,0.360,4.212,0.453,5.861,4.926,5.374,7.271,6.851,3.993,11.501,5.126,19.742,17.717,21.270,20.280,18.811,15.628,21.239,19.610,21.547,20.364,21.933,22.353,26.807,24.443,28.701,27.324,214.929,227.657,211.103,205.976,0.875,0.838,0.890,0.896,58.840,58.357,71.232,46.694
English,S17,Repetition,American,British,P1,M,AM_03,Low,TRAP,793.929,1047.990,3.048,7.418,5.978,-4.185,-1.609,0.959,1.996,-7.687,4.657,6.459,3.983,3.502,6.052,5.184,7.896,5.117,20.259,20.114,24.447,16.345,21.828,19.941,29.117,16.584,22.273,22.862,27.390,16.648,20.845,23.446,22.121,17.004,157.869,176.681,156.061,140.893,0.695,0.829,0.656,0.365,26.310,28.452,24.664,24.646
English,S17,Repetition,American,British,P21,C,AF_01,High,FLEECE,915.271,1176.508,5.126,7.456,6.826,1.177,-5.133,-5.615,-2.146,-7.572,10.260,13.070,8.972,8.748,0.083,-0.550,0.745,0.046,15.939,17.910,16.452,13.473,11.200,15.410,8.538,9.618,16.657,18.473,17.733,13.819,23.585,22.931,25.546,22.336,201.033,227.125,192.998,183.052,0.750,0.923,0.696,0.588,56.836,76.686,49.452,39.753
English,S17,Repetition,American,British,P21,C,AM_01,High,FLEECE,980.423,1248.837,-3.584,4.574,-0.479,-14.749,-8.915,-4.630,-5.726,-16.294,5.331,9.204,5.247,1.545,-0.110,-1.253,1.139,-0.197,8.716,13.430,8.069,4.619,3.471,9.242,0.490,0.590,9.062,12.840,9.924,4.455,20.682,22.206,22.209,17.687,172.894,191.506,166.619,160.359,0.751,0.767,0.740,0.729,42.866,41.920,44.240,37.970
English,S17,Repetition,American,British,P21,C,AM_02,High,FLEECE,691.308,836.280,2.666,2.876,6.271,-1.027,-5.208,-4.887,-3.431,-7.249,7.874,7.762,9.702,6.222,-1.304,-2.041,-1.680,-0.216,9.830,11.586,10.559,7.316,8.668,10.614,11.276,4.127,13.896,12.206,15.666,13.918,21.189,18.047,24.965,20.741,181.172,196.308,178.447,168.317,0.583,0.682,0.615,0.450,34.512,30.487,33.875,39.085
English,S17,Repetition,American,British,P21,M,AF_01,High,FLEECE,909.044,1116.639,3.942,3.955,5.476,2.471,-5.245,-3.828,-4.027,-7.806,9.187,7.783,9.503,10.277,-0.473,0.055,-0.412,-1.049,14.502,13.720,15.646,14.169,6.405,8.137,5.412,5.667,16.203,14.734,16.363,17.514,23.667,21.864,25.738,23.467,194.813,219.768,187.245,177.525,0.709,0.943,0.712,0.489,45.526,67.469,42.635,28.065
English,S17,Repetition,American,British,P21,M,AM_01,High,FLEECE,924.546,1177.171,1.354,1.698,4.717,-2.291,-1.688,2.134,0.663,-7.866,3.043,-0.436,4.055,5.575,3.108,4.407,3.295,1.604,13.691,14.101,17.201,9.851,5.834,2.154,6.295,9.057,10.538,8.553,11.731,11.359,22.073,23.055,23.010,20.222,198.745,231.603,191.386,173.123,0.760,0.860,0.678,0.738,54.389,66.469,49.756,42.846
English,S17,Repetition,American,British,P21,M,AM_02,High,FLEECE,989.650,1222.180,-1.462,5.874,-0.924,-9.325,-8.488,-4.014,-7.607,-13.829,7.025,9.887,6.683,4.504,-0.050,-1.268,-1.078,2.201,9.262,14.898,7.660,5.251,1.750,8.773,-2.780,-0.754,7.930,12.799,7.395,3.591,20.392,21.803,20.733,18.679,168.221,208.112,154.960,141.715,0.712,0.775,0.595,0,62.286,67.078,53.438,0
English,S17,Repetition,American,British,P22,C,AF_01,High,FLEECE,1130.528,1357.316,-0.379,0.497,1.486,-3.118,2.294,4.383,5.368,-2.864,-2.674,-3.886,-3.882,-0.253,2.692,1.102,3.919,3.039,1.907,0.044,0.813,4.870,1.513,-0.010,1.008,3.520,3.910,0.789,5.853,5.005,20.968,23.574,21.127,18.274,218.278,255.775,207.265,191.689,0.841,0.919,0.886,0.714,45.633,58.661,44.699,33.030
English,S17,Repetition,American,British,P22,C,AM_01,High,FLEECE,1262.611,1486.529,3.661,5.550,5.032,0.467,-0.581,4.666,1.138,-7.433,4.242,0.884,3.894,7.901,3.002,4.551,2.846,1.640,12.538,15.524,12.326,9.699,4.146,-0.329,6.818,5.902,4.922,3.812,5.454,5.512,22.679,25.266,21.815,20.983,181.844,212.536,177.523,155.817,0.757,0.922,0.718,0.630,52.542,73.353,41.751,42.379
English,S17,Repetition,American,British,P22,C,AM_02,High,FLEECE,1042.089,1205.721,2.308,5.393,5.516,-3.826,-5.864,-3.701,-4.721,-9.126,8.172,9.094,10.237,5.300,0.553,-0.191,0.702,1.151,11.292,14.331,11.807,7.791,8.186,6.256,12.576,5.886,10.715,12.706,15.425,4.265,19.607,21.013,20.774,17.087,168.998,196.213,160.974,149.393,0.761,0.854,0.673,0.732,47.187,48.893,45.936,43.300
English,S17,Repetition,American,British,P22,M,AF_01,High,FLEECE,1095.048,1317.530,2.825,0.213,4.422,3.867,-0.650,1.782,1.176,-4.833,3.475,-1.568,3.246,8.700,2.730,3.512,3.865,0.849,15.480,11.225,19.897,15.425,5.293,-0.519,5.161,11.153,10.196,6.906,11.251,12.388,23.788,22.660,24.258,24.485,199.113,230.083,191.089,176.334,0.727,0.930,0.778,0.494,47.072,68.161,48.107,27.228
English,S17,Repetition,American,British,P22,M,AM_01,High,FLEECE,1242.409,1558.190,-0.738,2.654,3.082,-7.938,-4.261,1.897,-4.919,-9.825,3.523,0.757,8.001,1.887,2.434,4.669,2.296,0.328,11.248,13.398,15.480,4.913,6.776,2.733,13.039,4.748,3.884,6.066,7.657,-2.081,19.647,21.997,21.531,15.408,191.205,207.513,167.510,198.015,0.645,0.725,0.621,0.504,51.187,64.743,41.110,43.068
English,S17,Repetition,American,British,P22,M,AM_02,High,FLEECE,1027.506,1234.199,0.148,3.178,3.937,-6.576,-5.071,-1.448,-4.920,-8.769,5.219,4.626,8.857,2.193,1.212,2.087,0.938,0.619,11.452,17.163,12.432,4.867,5.604,4.074,7.946,4.824,8.226,11.150,11.162,2.463,19.494,21.417,20.836,16.285,192.211,193.336,169.257,213.568,0.664,0.671,0.639,0.711,41.816,39.708,43.401,42.962
English,S17,Repetition,American,British,P23,C,AM_02,High,GOOSE,902.234,1118.974,3.945,6.701,6.480,-1.309,-3.471,-5.818,-0.926,-3.598,7.416,12.518,7.406,2.289,-1.636,-5.879,-1.953,3.006,13.360,14.665,14.065,11.366,18.411,16.027,18.157,21.058,9.767,10.345,8.835,10.144,22.129,22.312,23.097,21.050,168.695,204.405,168.709,133.043,0.807,0.888,0.783,0.724,53.363,70.015,47.272,38.283
English,S17,Repetition,American,British,P23,C,AM_03,High,GOOSE,926.207,1128.594,2.388,1.054,5.328,0.901,-1.774,-6.622,2.566,-1.117,4.162,7.676,2.762,2.017,3.522,-0.888,4.225,7.225,14.975,16.114,14.688,14.076,20.625,16.340,20.425,25.092,14.600,14.479,13.753,15.525,20.921,18.031,23.613,21.264,160.399,174.181,158.518,148.460,0.726,0.778,0.710,0.697,37.718,36.185,39.794,36.937
English,S17,Repetition,American,British,P23,M,AM_02,High,GOOSE,834.152,1007.832,2.885,3.732,5.831,-0.817,-5.748,-9.792,-4.396,-2.998,8.633,13.524,10.227,2.181,-2.477,-8.723,-4.312,5.611,14.399,15.508,13.129,14.617,19.859,16.407,20.042,23.157,14.826,13.173,15.508,15.843,21.236,22.108,22.352,19.263,163.555,192.824,161.925,135.810,0.795,0.896,0.755,0.708,44.021,42.938,43.675,46.191
English,S17,Repetition,American,British,P23,M,AM_03,High,GOOSE,886.339,1058.583,4.739,3.686,6.260,4.347,-7.336,-9.722,-6.120,-6.095,12.075,13.408,12.380,10.442,-7.312,-8.238,-8.391,-5.354,12.797,15.056,12.576,10.742,17.790,18.925,18.016,16.461,14.793,15.953,14.197,14.192,23.384,20.251,26.586,23.457,179.903,186.989,180.623,172.151,0.781,0.827,0.800,0.722,42.417,40.937,44.072,42.005
English,S17,Repetition,American,British,P24,C,AF_04,High,GOOSE,867.535,1085.711,0.430,-0.352,3.693,-1.974,-7.644,-6.948,-7.165,-8.809,8.074,6.596,10.858,6.835,1.028,2.632,-2.969,3.370,15.209,15.070,13.793,16.762,23.440,21.806,25.100,23.501,12.183,10.872,12.358,13.404,17.475,16.048,20.822,15.514,179.630,164.430,184.063,190.366,0.554,0.794,0.428,0.217,20.566,26.652,15.522,17.320
English,S17,Repetition,American,British,P24,C,AF_06,High,GOOSE,1080.481,1384.779,3.559,6.421,4.796,-0.495,-7.521,-4.659,-5.162,-12.669,11.080,11.079,9.958,12.174,1.620,0.736,3.417,0.762,15.672,14.069,16.162,16.803,27.660,25.906,28.677,28.438,18.344,15.833,19.618,19.613,21.069,21.964,22.969,18.319,210.358,207.997,202.047,220.804,0.855,0.867,0.931,0.730,36.973,51.979,33.185,21.279
English,S17,Repetition,American,British,P24,C,AM_02,High,GOOSE,1103.626,1287.353,1.459,4.558,4.722,-4.814,-6.358,-3.704,-5.343,-10.027,7.816,8.261,10.066,5.213,-0.183,0.749,-1.859,0.476,11.476,14.835,10.440,9.136,23.167,23.268,25.364,20.935,11.325,12.170,13.078,8.768,18.372,18.488,20.083,16.562,171.244,165.573,165.586,182.548,0.703,0.713,0.678,0.821,34.725,36.298,32.879,38.000
English,S17,Repetition,American,British,P24,C,AM_03,High,GOOSE,952.291,1136.018,-1.556,1.266,0.145,-6.125,-0.623,2.294,1.139,-5.347,-0.933,-1.029,-0.993,-0.778,6.466,9.325,7.212,2.747,8.608,10.700,8.993,6.041,19.397,17.232,18.075,22.850,6.147,6.062,6.125,6.222,24.286,25.962,24.921,21.970,98.707,105.925,95.659,94.394,0.767,0.706,0.826,0,36.595,35.647,37.497,0
English,S17,Repetition,American,British,P24,M,AF_04,High,GOOSE,987.132,1219.662,3.546,3.974,4.309,2.383,-6.130,-5.213,-5.342,-7.792,9.675,9.187,9.651,10.176,-0.791,-2.063,-0.815,0.492,11.852,13.009,10.730,11.776,25.752,21.662,27.785,27.835,13.899,12.595,13.088,15.969,20.670,19.361,22.933,19.791,179.477,179.834,176.922,181.606,0.566,0.451,0.576,0.672,22.381,21.013,23.699,22.414
English,S17,Repetition,American,British,P24,M,AF_06,High,GOOSE,1050.073,1351.500,4.764,1.075,6.729,6.540,-5.753,-7.203,-5.308,-4.738,10.518,8.278,12.037,11.278,0.469,-2.800,1.154,3.072,13.507,11.557,13.898,15.075,25.902,18.899,28.459,30.396,15.835,10.732,17.293,19.509,23.605,19.390,25.706,25.768,204.978,192.346,212.328,210.470,0.830,0.833,0.890,0.747,41.716,48.736,39.356,35.968
English,S17,Repetition,American,British,P24,M,AM_02,High,GOOSE,1109.157,1279.966,-1.131,5.230,2.597,-11.161,-8.109,-4.315,-4.964,-14.984,6.978,9.545,7.561,3.823,-1.527,-4.981,-1.013,1.408,8.714,11.362,8.047,6.706,21.706,20.994,23.865,20.235,7.526,9.366,8.427,4.799,20.868,22.527,21.936,18.206,173.320,186.834,169.286,163.801,0.718,0.738,0.695,0,36.885,30.779,43.988,0
English,S17,Repetition,American,British,P24,M,AM_03,High,GOOSE,1062.424,1315.049,3.447,4.627,5.133,0.599,-7.202,-5.620,-4.652,-11.310,10.650,10.248,9.785,11.909,-1.116,-3.380,-0.956,1.022,11.961,12.309,10.460,13.082,26.555,22.092,28.595,29.028,14.733,13.353,14.440,16.401,19.919,20.188,22.510,17.099,168.239,174.102,165.393,165.081,0.704,0.730,0.666,0.718,30.625,29.980,30.662,31.344
English,S17,Repetition,American,British,P25,C,AF_04,High,FLEECE,828.857,983.877,4.014,2.500,5.555,4.067,-7.342,-9.634,-6.148,-6.217,11.356,12.134,11.703,10.284,-2.434,-5.488,-2.752,0.891,14.294,14.750,13.503,14.607,18.466,18.961,17.342,19.092,19.663,16.274,20.328,22.396,19.621,18.065,20.966,19.912,190.641,194.729,189.066,188.024,0.514,0.880,0.390,0.325,21.325,28.191,18.862,17.914
English,S17,Repetition,American,British,P25,C,AF_06,High,FLEECE,1040.805,1258.981,3.572,5.514,5.402,-0.128,-4.317,-2.356,-4.652,-5.952,7.889,7.870,10.054,5.824,0.781,0.884,-0.048,1.460,12.930,14.332,13.513,10.978,13.163,14.191,12.763,12.565,14.918,15.512,16.790,12.553,20.021,18.434,24.722,17.026,185.338,197.307,176.153,182.238,0.624,0.623,0.578,0.682,38.248,38.479,37.979,38.309
English,S17,Repetition,American,British,P25,C,AM_02,High,FLEECE,1116.440,1316.858,1.536,5.740,7.052,-8.028,-5.620,-3.726,-3.012,-10.047,7.156,9.466,10.065,2.019,-0.414,-1.601,-0.404,0.783,10.733,13.974,12.661,5.617,7.457,11.889,10.780,-0.255,14.681,13.731,21.695,8.760,20.149,20.896,22.213,17.430,199.825,213.712,176.137,209.038,0.796,0.932,0.696,0.492,56.954,67.719,49.146,31.100
English,S17,Repetition,American,British,P25,M,AF_04,High,FLEECE,936.913,1122.075,2.616,3.069,3.811,1.014,-7.389,-6.160,-7.249,-8.745,10.005,9.229,11.059,9.759,-0.212,-1.816,-0.747,1.903,14.563,12.943,13.495,17.230,17.002,16.997,20.116,13.938,20.380,17.902,20.990,22.316,19.254,19.672,19.346,18.747,193.364,196.269,186.395,197.237,0.593,0.819,0.418,0.478,19.428,23.479,16.002,18.973
English,S17,Repetition,American,British,P25,M,AF_06,High,FLEECE,1188.754,1468.500,4.353,6.280,6.922,-0.090,-3.205,-3.746,-1.630,-4.207,7.558,10.027,8.552,4.117,0.852,-1.144,1.028,2.683,15.178,13.487,16.537,15.542,9.889,12.640,9.084,7.981,14.335,13.647,15.474,13.916,24.130,22.748,27.234,22.476,206.048,208.985,199.570,209.474,0.893,0.911,0.940,0.797,55.662,63.004,59.558,38.921
English,S17,Repetition,American,British,P25,M,AM_02,High,FLEECE,1103.030,1302.546,5.002,6.460,6.310,2.289,-5.248,-4.749,-3.894,-7.053,10.250,11.209,10.204,9.343,-2.657,-5.379,-1.887,-0.706,12.012,12.947,11.074,11.974,12.491,11.694,10.454,15.239,15.706,13.608,17.770,15.765,20.459,21.420,21.376,18.609,182.662,191.472,179.585,176.835,0.728,0.800,0.675,0.709,39.035,38.177,39.810,39.097
English,S17,Repetition,American,British,P26,C,AF_06,High,FLEECE,1078.598,1203.475,4.840,5.972,8.142,0.457,-5.038,-3.531,-2.385,-9.158,9.878,9.503,10.527,9.615,-1.152,-2.037,-0.607,-0.812,12.981,13.431,13.670,11.845,11.918,11.994,10.360,13.338,16.782,13.512,19.139,17.678,21.060,21.376,23.732,18.105,188.406,203.177,187.817,174.131,0.765,0.812,0.769,0.651,42.915,50.452,43.459,25.079
English,S17,Repetition,American,British,P26,C,AM_02,High,FLEECE,1208.836,1406.917,1.591,7.445,6.617,-9.178,-5.503,-4.017,-2.886,-9.560,7.094,11.462,9.503,0.381,-0.355,-2.690,0.445,1.175,9.440,12.635,10.047,5.666,10.014,14.093,14.230,1.787,15.328,16.896,21.328,7.935,19.108,20.845,20.321,16.209,192.215,184.900,163.231,227.876,0.740,0.753,0.720,0.773,39.722,34.948,41.548,53.614
English,S17,Repetition,American,British,P26,C,AM_03,High,FLEECE,1105.286,1301.932,1.191,3.719,4.168,-4.195,-6.823,-4.845,-5.455,-10.131,8.014,8.564,9.623,5.936,0.210,-1.491,1.798,0.391,9.039,9.557,10.608,7.030,11.547,11.882,12.543,10.269,14.361,13.855,18.479,10.846,19.509,20.266,19.923,18.397,155.437,174.006,158.537,134.003,0.667,0.597,0.682,0.792,43.939,41.934,45.341,45.214
English,S17,Repetition,American,British,P26,M,AF_06,High,FLEECE,1175.648,1446.933,6.454,5.021,8.366,5.988,-2.355,-4.464,-1.725,-0.874,8.809,9.485,10.091,6.863,0.661,-1.132,0.628,2.483,15.509,12.790,14.943,18.793,10.928,9.439,11.605,11.768,18.560,15.123,21.573,18.976,23.375,18.292,26.430,25.370,195.756,198.990,195.873,192.418,0.631,0.687,0.612,0.594,38.857,39.692,39.264,37.606
English,S17,Repetition,American,British,P26,M,AM_02,High,FLEECE,1204.305,1408.128,2.422,7.412,5.561,-5.628,-4.668,-0.870,-4.221,-8.897,7.091,8.283,9.781,3.269,2.101,1.755,2.007,2.553,11.767,14.854,14.198,6.307,8.822,12.471,12.725,1.332,12.070,18.202,14.196,3.902,20.838,22.486,22.344,17.713,185.209,196.838,172.043,186.328,0.571,0.589,0.569,0.498,36.179,35.156,38.253,31.420
English,S17,Repetition,American,British,P26,M,AM_03,High,FLEECE,1084.440,1236.589,-0.148,3.838,3.218,-7.398,-6.586,-3.408,-6.943,-9.389,6.438,7.246,10.161,1.991,-0.050,-0.861,-0.903,1.588,10.693,11.335,14.227,6.658,7.599,6.979,9.297,6.561,11.683,13.085,14.808,7.218,18.269,17.942,21.444,15.464,177.774,180.850,178.116,174.436,0.581,0.609,0.538,0.813,40.745,44.953,36.402,41.600
English,S17,Repetition,American,British,P27,C,AM_02,Low,LOT,898.397,1089.301,-1.806,1.707,1.929,-9.095,-5.257,-1.208,-3.412,-11.199,3.451,2.915,5.342,2.104,-4.712,-4.077,-5.247,-4.857,18.880,21.491,20.153,14.960,22.471,25.870,23.793,17.705,10.690,13.992,10.802,7.244,24.987,23.517,26.957,24.515,58.733,65.827,55.294,55.015,0.851,0.851,0,0,41.469,41.469,0,0
English,S17,Repetition,American,British,P27,C,AM_03,Low,LOT,1256.683,1520.337,-0.418,6.628,2.621,-10.448,-4.427,1.576,-0.395,-14.375,4.009,5.052,3.016,3.927,9.629,9.145,8.889,10.816,20.849,21.621,22.035,18.898,23.322,23.468,23.546,22.931,9.740,11.557,9.914,7.736,21.718,24.123,23.234,17.844,168.715,178.807,162.180,165.036,0.793,0.890,0.659,0,41.197,43.465,38.029,0
English,S17,Repetition,American,British,P27,M,AM_02,Low,LOT,972.182,1170.263,1.674,-0.061,4.455,0.687,6.261,10.291,6.054,2.461,-4.587,-10.353,-1.599,-1.773,5.916,10.040,2.380,5.334,17.805,14.038,20.234,19.172,20.410,18.808,21.973,20.472,9.384,8.741,11.357,8.079,25.016,22.688,26.706,25.680,89.914,91.597,82.128,95.880,0.794,0.706,0.873,0.810,44.584,50.326,44.076,34.989
English,S17,Repetition,American,British,P27,M,AM_03,Low,LOT,1544.265,1816.985,1.882,7.780,3.826,-5.956,-2.746,2.403,0.934,-11.545,4.628,5.377,2.892,5.588,7.807,10.342,8.033,5.041,22.316,22.225,23.841,20.900,26.644,26.848,28.542,24.542,16.732,17.689,18.250,14.265,21.968,24.990,23.993,16.930,183.806,183.184,165.454,202.495,0.818,0.864,0.750,0.907,39.308,46.916,32.532,35.864
English,S17,Repetition,American,British,P2,C,AF_01,High,KIT,711.349,907.994,-0.867,2.623,4.830,-9.865,-3.573,-1.715,3.141,-11.907,2.706,4.338,1.689,2.042,1.873,0.495,4.061,1.127,12.426,14.830,14.747,7.812,5.535,10.098,9.923,-3.341,9.135,8.857,11.937,6.671,20.312,20.032,22.288,18.702,200.042,243.763,186.475,169.644,0.758,0.844,0.660,0,50.024,60.695,37.860,0
English,S17,Repetition,American,British,P2,C,AF_04,High,KIT,727.291,839.250,-4.464,-1.630,-1.538,-10.160,-16.293,-14.614,-18.265,-16.085,11.828,12.984,16.726,5.925,-1.378,0.494,-3.695,-1.041,15.903,20.195,18.625,8.899,17.694,21.512,21.997,9.677,17.546,18.017,21.061,13.720,14.411,15.408,14.105,13.680,220.880,224.383,226.004,212.243,0.912,0.912,0,0,20.663,20.663,0,0
English,S17,Repetition,American,British,P2,C,AF_06,High,KIT,826.211,974.054,2.743,4.655,8.320,-4.694,-2.749,-3.026,2.977,-8.135,5.492,7.681,5.344,3.441,3.413,2.255,6.472,1.565,17.197,20.889,18.423,12.298,15.911,17.822,19.993,9.968,17.078,18.351,18.769,14.103,21.533,21.297,25.131,18.218,209.473,212.779,199.256,216.220,0.914,0.909,0.918,0,51.889,57.505,46.273,0
English,S17,Repetition,American,British,P2,C,AM_01,High,KIT,938.581,1133.791,-0.181,5.705,4.369,-10.545,-0.049,4.454,3.557,-8.069,-0.131,1.251,0.812,-2.476,3.581,5.332,5.013,0.354,10.486,12.999,13.393,5.051,7.632,14.257,8.632,-0.014,9.894,13.040,11.157,5.415,23.381,21.784,25.200,23.246,126.972,165.771,120.857,94.158,0.537,0.529,0.551,0,42.410,41.838,43.387,0
English,S17,Repetition,American,British,P2,C,AM_03,High,KIT,689.124,785.054,2.638,3.865,5.374,-1.165,1.220,-0.441,3.993,0.270,1.418,4.306,1.380,-1.434,4.797,2.341,4.008,8.053,13.383,14.373,14.335,11.512,11.097,17.405,12.324,3.699,12.148,14.738,15.029,6.830,24.066,22.111,24.403,25.696,149.595,170.630,152.893,125.429,0.550,0.579,0.523,0.561,36.686,34.057,39.081,38.900
English,S17,Repetition,American,British,P2,M,AF_01,High,KIT,715.176,933.352,3.764,4.950,6.764,-0.397,-2.185,-3.111,1.441,-4.851,5.949,8.062,5.323,4.454,-0.949,-2.567,-1.561,1.312,11.648,12.071,11.386,11.453,10.692,14.505,10.419,7.151,10.400,8.972,8.872,13.398,23.680,22.540,27.812,20.743,264.106,285.606,265.986,240.427,0.842,0.851,0.837,0.828,76.177,83.434,78.416,44.780
English,S17,Repetition,American,British,P2,M,AF_04,High,KIT,881.209,1039.100,5.659,7.312,7.801,1.972,-1.075,2.728,2.610,-8.424,6.734,4.584,5.191,10.396,1.959,3.851,5.279,-3.164,16.558,17.551,20.221,12.022,20.169,19.153,24.066,17.468,19.903,18.065,17.857,23.677,23.377,23.134,25.000,22.096,173.304,176.022,171.144,172.658,0.641,0.736,0.550,0.636,23.326,26.050,21.319,22.486
English,S17,Repetition,American,British,P2,M,AF_06,High,KIT,854.533,1054.951,5.587,5.020,8.024,3.777,-1.570,-4.412,3.504,-3.768,7.157,9.432,4.520,7.545,-3.167,-5.679,-3.026,-0.867,14.982,14.759,17.255,12.983,9.884,12.357,9.152,8.161,11.399,11.014,9.859,13.288,27.139,25.401,28.838,27.215,258.292,249.039,257.890,267.808,0.899,0.900,0.895,0.903,67.466,81.245,79.872,41.094
English,S17,Repetition,American,British,P2,M,AM_01,High,KIT,881.473,1047.975,3.431,7.025,7.462,-3.998,0.432,-1.048,6.307,-3.758,2.999,8.074,1.155,-0.240,0.517,-5.782,4.175,3.239,11.279,11.856,13.878,8.157,6.902,7.672,10.058,3.098,6.882,7.894,8.361,4.423,22.569,21.518,23.040,23.219,169.432,191.969,166.930,149.360,0.689,0.823,0.564,0,42.199,43.306,41.177,0
English,S17,Repetition,American,British,P2,M,AM_03,High,KIT,766.961,919.110,6.985,6.228,9.024,5.812,0.804,1.549,5.155,-4.078,6.181,4.679,3.869,9.891,-0.011,1.798,3.186,-4.888,17.810,19.900,20.065,13.579,12.517,13.996,14.988,8.635,12.463,12.010,12.626,12.711,25.542,23.833,27.857,25.065,188.271,190.636,188.709,185.507,0.828,0.870,0.921,0.692,47.076,53.443,54.267,33.518
English,S17,Repetition,American,British,P5,C,AF_01,High,KIT,1093.052,1248.072,4.659,5.123,8.648,0.400,-4.736,-4.714,-2.888,-6.437,9.395,9.837,11.536,6.836,-4.725,-3.883,-7.274,-3.062,14.857,15.820,16.552,12.307,7.207,10.451,8.371,2.881,12.047,12.830,12.947,10.366,22.580,22.692,26.055,19.186,211.413,224.556,198.450,210.499,0.878,0.894,0.909,0.737,57.799,73.300,53.604,27.776
English,S17,Repetition,American,British,P5,C,AF_04,High,KIT,857.548,972.378,-7.538,-3.944,-1.931,-16.401,-20.278,-16.771,-17.165,-26.683,12.740,12.827,15.234,10.283,-6.469,-8.066,-6.478,-4.876,16.441,17.122,17.074,15.162,10.708,15.477,16.013,0.829,11.342,12.594,15.978,5.617,16.250,17.063,17.314,14.451,208.210,224.236,212.624,187.493,0.912,0.929,0.894,0,32.246,33.296,31.196,0
English,S17,Repetition,American,British,P5,C,AF_06,High,KIT,893.094,970.604,-6.632,-5.680,-4.143,-9.923,-14.222,-18.666,-10.684,-13.058,7.590,12.986,6.541,3.135,-4.498,-7.970,-3.203,-2.210,9.358,15.298,7.220,5.375,6.270,11.660,3.998,3.068,5.283,7.503,3.596,4.693,16.553,16.557,17.714,15.418,287.417,285.650,295.279,281.368,0.795,0.733,0.932,0,57.319,62.350,46.000,0
English,S17,Repetition,American,British,P5,C,AM_01,High,KIT,1300.012,1452.161,4.583,6.999,8.292,-1.344,0.037,-0.178,4.632,-4.115,4.546,7.176,3.659,2.772,3.792,2.859,4.208,4.322,15.478,18.258,15.296,12.912,13.531,16.352,14.666,9.619,16.568,19.036,17.601,13.107,22.197,21.240,24.149,21.369,175.246,192.184,168.915,164.181,0.830,0.870,0.821,0.686,38.052,45.423,34.039,23.140
English,S17,Repetition,American,British,P5,C,AM_03,High,KIT,938.307,1172.750,3.175,7.340,7.712,-5.533,0.200,3.536,6.944,-9.852,2.975,3.803,0.768,4.319,3.298,2.646,6.106,1.149,11.498,14.329,11.232,8.914,10.934,15.816,11.873,5.079,13.490,14.913,13.401,12.059,22.585,24.684,24.302,18.830,168.415,183.845,164.263,157.196,0.779,0.873,0.686,0.854,46.598,47.535,45.755,46.500
English,S17,Repetition,American,British,P5,M,AF_01,High,KIT,1130.872,1311.729,7.407,6.445,8.533,7.279,-4.634,-5.708,-3.743,-4.420,12.041,12.153,12.276,11.699,-5.521,-6.164,-7.014,-3.448,13.709,13.625,14.194,13.325,10.737,12.212,10.367,9.656,15.844,14.558,16.761,16.198,25.957,25.437,26.717,25.756,216.861,237.665,215.526,197.661,0.881,0.891,0.913,0.838,61.642,77.931,69.440,37.827
English,S17,Repetition,American,British,P5,M,AF_04,High,KIT,1006.576,1152.983,7.563,7.522,8.810,6.399,-4.144,-2.810,-4.002,-5.607,11.707,10.332,12.812,12.006,-6.411,-1.810,-9.587,-7.891,16.866,20.544,16.524,13.578,12.261,16.619,10.983,9.178,17.457,19.075,15.360,17.886,24.421,19.903,27.255,26.061,191.860,194.879,192.741,188.054,0.828,0.904,0.908,0.679,44.291,57.586,48.569,28.290
