Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Model_speaker,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
English,S17,Repetition,American,British,P5,M,AF_06,High,KIT,913.927,1123.491,6.995,6.857,8.625,5.522,-3.335,-1.416,-1.388,-7.232,10.329,8.273,10.014,12.755,0.400,3.618,0.480,-2.974,20.809,24.084,22.183,16.114,19.476,20.926,20.917,16.599,19.543,18.876,19.367,20.391,24.769,23.898,26.705,23.720,223.232,229.393,220.774,219.418,0.869,0.885,0.883,0.840,60.623,76.327,67.489,38.726
English,S17,Repetition,American,British,P5,M,AM_01,High,KIT,1177.948,1291.342,5.924,4.883,8.410,4.540,-1.714,-6.378,2.013,-0.580,7.638,11.261,6.397,5.120,-2.797,-7.229,-1.079,0.063,17.812,16.029,20.664,16.765,6.506,8.621,6.107,4.684,8.710,8.827,7.316,10.011,23.870,22.805,25.463,23.380,190.572,208.689,191.789,170.668,0.859,0.946,0.939,0.676,53.655,67.986,54.824,38.800
English,S17,Repetition,American,British,P5,M,AM_03,High,KIT,936.184,1091.204,6.799,5.826,8.716,5.898,1.239,0.072,5.493,-1.775,5.559,5.754,3.223,7.673,2.795,3.366,4.995,0.028,16.029,16.502,18.158,13.518,12.923,14.688,14.397,9.679,17.443,16.879,17.945,17.515,23.385,19.209,25.526,25.479,169.159,170.654,172.897,163.977,0.741,0.778,0.754,0.691,40.065,41.863,37.385,40.983
English,S17,Repetition,American,British,P6,C,AF_01,Low,TRAP,1335.869,1614.091,4.174,9.826,8.036,-5.229,2.638,4.932,3.919,-0.841,1.536,4.894,4.117,-4.388,5.712,4.535,6.588,5.934,15.625,14.999,17.769,14.118,21.005,21.928,23.194,17.869,18.728,18.684,21.137,16.411,23.575,25.072,25.950,19.795,193.259,260.744,200.150,118.666,0.868,0.868,0.869,0,84.644,95.656,72.736,0
English,S17,Repetition,American,British,P6,C,AF_04,Low,TRAP,848.156,1051.978,5.597,5.914,6.017,4.872,0.349,0.126,1.473,-0.529,5.248,5.788,4.544,5.402,15.261,16.188,13.204,16.325,24.030,24.610,22.775,24.662,31.212,31.541,31.207,30.901,28.267,27.763,27.700,29.370,20.574,17.771,24.422,19.593,176.188,177.683,175.400,175.504,0.659,0.769,0.651,0.533,20.158,23.251,19.182,17.587
English,S17,Repetition,American,British,P6,C,AF_06,Low,TRAP,988.539,1315.803,6.846,8.190,8.793,3.587,3.576,4.286,3.648,2.795,3.270,3.903,5.145,0.791,8.743,7.193,12.761,6.336,18.398,17.046,19.176,18.986,18.772,18.905,18.956,18.491,19.208,18.595,20.602,18.452,25.518,25.731,27.879,22.959,182.364,212.310,201.214,133.931,0.857,0.886,0.869,0.811,59.370,73.074,59.260,44.402
English,S17,Repetition,American,British,P6,M,AF_01,Low,TRAP,1122.188,1380.704,6.057,7.839,9.463,0.882,2.975,3.930,5.436,-0.419,3.081,3.909,4.027,1.301,3.749,1.760,5.824,3.588,15.398,12.408,17.918,15.858,17.254,16.788,19.142,15.812,16.035,10.886,20.467,16.741,23.283,25.107,23.208,21.592,209.172,260.282,203.781,163.392,0.853,0.902,0.880,0.717,70.874,91.419,67.520,40.967
English,S17,Repetition,American,British,P6,M,AF_04,Low,TRAP,934.747,1201.726,6.786,6.412,7.834,6.130,1.784,1.295,2.684,1.397,5.002,5.117,5.150,4.733,11.550,12.368,8.178,14.055,25.040,21.757,27.029,26.355,30.308,27.272,30.459,33.213,25.513,25.402,24.293,26.794,22.243,19.979,24.377,22.389,177.225,184.360,173.480,173.781,0.853,0.861,0.866,0.830,23.242,31.635,20.667,17.424
English,S17,Repetition,American,British,P6,M,AF_06,Low,TRAP,987.871,1269.203,8.286,8.230,9.508,7.159,2.665,2.675,4.470,0.905,5.621,5.554,5.038,6.255,8.549,3.860,13.430,8.487,20.221,18.077,21.109,21.514,20.573,17.201,22.376,22.185,22.077,18.644,23.098,24.516,25.597,25.029,27.722,24.111,217.069,217.212,218.202,215.815,0.856,0.877,0.870,0.820,62.268,66.076,70.247,50.482
English,S17,Repetition,American,British,P7,C,AF_01,High,FLEECE,1059.852,1288.076,2.536,6.110,8.293,-6.670,-5.159,-4.155,-1.997,-9.264,7.695,10.265,10.290,2.594,-1.321,-3.452,-1.101,0.585,9.795,11.498,11.459,6.462,9.265,14.315,11.695,1.876,14.420,12.531,20.111,10.675,20.131,19.847,23.680,16.949,193.914,210.909,185.558,185.171,0.808,0.876,0.750,0.568,53.532,67.637,40.465,31.600
English,S17,Repetition,American,British,P7,C,AF_04,High,FLEECE,901.471,1082.327,-0.541,1.461,1.800,-4.858,-6.951,-5.964,-7.377,-7.560,6.411,7.425,9.177,2.701,0.518,-1.348,0.268,2.660,9.641,10.118,10.233,8.605,14.881,16.052,15.715,12.935,16.779,15.853,19.950,14.672,17.820,17.473,20.980,15.049,177.636,174.991,169.898,187.859,0.675,0.649,0.657,0.720,29.458,29.598,34.598,24.092
English,S17,Repetition,American,British,P7,C,AF_06,High,FLEECE,1025.273,1163.069,1.414,5.490,5.637,-6.739,-7.228,-5.639,-4.558,-11.378,8.642,11.130,10.195,4.639,-3.081,-2.314,-4.810,-2.142,9.675,13.123,10.536,5.375,8.536,15.761,8.350,1.500,11.354,13.534,11.807,8.745,21.576,20.440,24.542,19.887,189.517,210.375,186.320,171.730,0.818,0.934,0.735,0.439,40.427,51.252,31.065,23.600
English,S17,Repetition,American,British,P7,M,AF_01,High,FLEECE,1256.785,1450.025,7.523,6.212,8.696,7.674,-3.883,-4.395,-4.909,-2.346,11.406,10.607,13.605,10.020,-1.127,-2.375,-1.774,0.760,15.727,15.982,15.774,15.425,15.409,14.461,16.527,15.246,16.225,13.060,18.743,16.927,24.352,23.400,25.807,23.898,219.803,238.973,220.942,199.519,0.897,0.910,0.917,0.865,62.891,73.354,68.695,47.034
English,S17,Repetition,American,British,P7,M,AF_04,High,FLEECE,1139.464,1346.157,1.187,0.331,3.513,-0.220,-6.228,-6.880,-5.344,-6.439,7.416,7.211,8.857,6.219,1.038,-1.093,2.218,2.025,14.171,9.533,15.138,17.868,12.450,9.802,11.686,15.877,14.047,9.507,17.994,14.729,18.771,17.890,20.457,17.952,177.241,165.720,181.945,184.265,0.647,0.684,0.615,0.642,29.496,32.574,29.983,24.943
English,S17,Repetition,American,British,P7,M,AF_06,High,FLEECE,978.981,1240.218,5.928,4.524,8.206,5.098,-5.091,-5.645,-4.176,-5.438,11.019,10.169,12.382,10.536,-1.168,-3.145,-0.884,0.531,15.258,12.256,16.332,17.206,13.379,10.019,18.832,11.402,18.269,12.705,21.037,21.157,25.946,22.528,27.764,27.592,221.752,220.114,223.974,221.234,0.864,0.820,0.916,0.855,68.162,69.530,77.810,57.147
French,S17,Repetition,American,British,P10,C,FM_05,High,RUE,836.085,933.690,-5.374,-1.147,-3.892,-11.022,-1.152,1.201,-0.521,-4.112,-4.221,-2.348,-3.372,-6.910,2.323,3.161,2.453,1.266,8.318,9.774,10.158,5.087,12.393,14.963,13.161,9.029,9.366,15.339,11.039,1.804,19.057,18.395,20.602,18.298,90.411,90.233,92.641,88.565,0.829,0.827,0.826,0.855,38.499,41.194,36.158,36.700
French,S17,Repetition,American,British,P10,M,FM_05,High,RUE,977.687,1125.530,4.820,4.693,5.782,4.034,-4.496,-1.445,-3.312,-8.637,9.315,6.138,9.094,12.671,-0.937,1.500,-0.791,-3.491,13.534,14.603,12.364,13.593,21.104,18.992,16.796,27.330,19.115,18.900,20.954,17.549,24.179,23.901,25.157,23.502,195.946,192.498,197.024,198.307,0.804,0.838,0.801,0.726,43.480,38.186,48.980,42.700
French,S17,Repetition,American,British,P11,C,FF_02,High,ROUE,1140.525,1304.157,3.176,3.973,2.743,2.820,0.484,2.360,2.621,-3.522,2.692,1.612,0.122,6.341,5.563,7.216,6.156,3.295,16.821,18.468,20.996,10.986,22.181,17.890,21.908,26.793,10.496,7.830,8.638,15.147,20.049,18.888,21.433,19.815,184.232,192.637,184.958,175.091,0.604,0.631,0.575,0.605,41.853,37.585,42.454,45.531
French,S17,Repetition,American,British,P11,C,FF_08,High,ROUE,671.239,828.596,2.654,4.010,3.626,0.380,-5.745,-3.670,-5.655,-7.924,8.399,7.679,9.281,8.304,3.970,4.258,4.513,3.140,14.795,14.010,14.715,15.657,27.743,25.533,28.840,28.920,9.281,8.795,7.287,11.728,21.084,20.079,23.949,19.384,199.441,204.793,197.820,195.658,0.743,0.834,0.709,0.686,32.113,41.594,33.640,21.077
French,S17,Repetition,American,British,P11,C,FM_05,High,ROUE,606.959,736.142,-0.094,0.262,3.769,-4.165,-5.945,-3.962,-5.013,-8.840,5.851,4.225,8.782,4.675,2.068,2.751,0.920,2.476,9.456,10.661,9.495,8.212,21.681,17.396,23.945,23.874,9.147,10.146,8.380,8.879,17.800,16.478,20.322,16.640,177.663,183.692,174.714,174.422,0.585,0.539,0.635,0.558,33.218,28.132,39.281,28.000
French,S17,Repetition,American,British,P11,C,FM_06,High,ROUE,602.214,686.900,-6.937,-2.629,-5.850,-12.333,-6.972,-6.048,-5.494,-9.393,0.034,3.419,-0.356,-2.940,5.109,3.315,5.118,6.865,6.074,9.469,5.859,2.837,17.265,17.134,16.868,17.818,-2.245,2.573,-1.823,-7.471,16.551,15.179,17.328,17.132,185.028,179.464,189.605,186.174,0.755,0.745,0.785,0,36.331,35.269,39.400,0
French,S17,Repetition,American,British,P11,M,FF_02,High,ROUE,1259.264,1509.018,3.893,3.494,3.661,4.519,2.758,5.370,4.885,-1.974,1.134,-1.876,-1.224,6.493,7.724,5.144,12.860,5.278,13.867,12.716,12.301,16.596,21.097,18.354,20.262,24.643,5.956,1.338,3.630,12.918,18.666,17.962,19.056,19.003,199.737,209.230,201.771,188.142,0.804,0.838,0.888,0.687,48.515,64.972,50.019,30.767
French,S17,Repetition,American,British,P11,M,FF_08,High,ROUE,657.740,818.502,5.758,5.422,6.375,5.495,-1.013,-1.544,-0.455,-1.043,6.771,6.966,6.830,6.538,5.506,5.340,6.006,5.167,19.051,16.408,19.342,21.356,25.783,21.524,26.557,29.210,10.669,6.629,10.217,15.078,21.892,20.705,23.431,21.569,210.737,212.402,209.821,210.016,0.919,0.922,0.922,0.913,52.955,55.822,57.826,45.306
French,S17,Repetition,American,British,P11,M,FM_05,High,ROUE,630.051,746.316,6.715,5.495,7.197,7.499,0.271,-0.556,0.100,1.282,6.444,6.051,7.097,6.218,5.622,4.689,5.903,6.312,18.657,16.038,19.261,20.745,24.385,24.019,23.160,25.960,8.243,7.820,8.381,8.526,21.488,19.607,22.794,22.123,207.704,207.441,210.268,205.457,0.909,0.851,0.939,0.936,65.222,57.097,70.718,67.644
French,S17,Repetition,American,British,P11,M,FM_06,High,ROUE,620.883,760.114,3.711,2.287,4.641,4.220,-4.787,-3.081,-5.071,-6.217,8.498,5.368,9.712,10.437,3.006,4.147,2.929,1.915,14.800,16.290,13.932,14.159,28.031,26.491,28.879,28.734,14.444,15.048,12.867,15.407,20.172,18.159,21.022,21.352,194.948,193.776,195.447,195.626,0.589,0.605,0.580,0.581,30.065,28.766,31.272,30.183
French,S17,Repetition,American,British,P13,C,FF_01,High,RUE,812.057,1010.138,1.687,2.122,2.746,0.223,-7.922,-6.250,-7.941,-9.574,9.609,8.371,10.687,9.797,-1.607,-0.188,-3.498,-1.180,13.115,14.459,13.244,11.640,14.779,13.949,12.009,18.369,14.923,15.179,16.185,13.482,21.518,19.551,26.267,18.877,181.297,188.612,180.507,174.750,0.630,0.780,0.561,0.550,29.127,31.573,29.583,26.226
French,S17,Repetition,American,British,P13,C,FM_02,High,RUE,859.001,989.619,-0.154,3.081,1.901,-5.333,-7.369,-6.339,-8.362,-7.458,7.215,9.420,10.263,2.124,-0.256,-0.578,-2.800,2.498,11.345,13.743,12.030,8.333,15.301,20.867,14.352,10.601,13.760,18.006,12.986,10.305,19.894,19.687,23.271,16.850,184.952,187.461,183.439,184.180,0.600,0.683,0.580,0.435,23.560,22.149,23.355,27.919
French,S17,Repetition,American,British,P13,M,FF_01,High,RUE,927.565,1112.728,3.017,4.109,3.225,1.737,-5.718,-6.706,-6.903,-3.550,8.735,10.816,10.128,5.287,-0.724,-2.698,-2.282,2.744,15.901,13.226,14.472,19.941,19.324,19.160,19.178,19.589,13.487,16.174,14.715,9.625,22.726,23.072,23.738,21.375,193.329,185.330,189.866,204.591,0.760,0.644,0.825,0.812,27.617,28.979,26.794,27.069
French,S17,Repetition,American,British,P13,M,FM_02,High,RUE,886.854,1024.649,-2.724,-2.793,-2.155,-3.244,5.085,6.157,5.629,3.509,-7.809,-8.950,-7.785,-6.752,4.316,6.755,3.578,2.632,6.072,8.109,4.924,5.163,10.968,11.302,8.514,12.943,10.194,8.684,9.706,12.122,20.406,20.247,23.008,18.016,99.273,100.590,99.568,97.692,0.716,0.642,0.756,0.750,25.746,28.626,26.276,22.335
French,S17,Repetition,American,British,P14,C,FF_01,High,IL,876.385,1029.970,-0.493,0.952,1.526,-3.919,-6.399,-10.458,-6.369,-2.263,5.905,11.410,7.895,-1.656,4.154,6.638,0.769,4.886,18.110,29.290,18.153,6.666,18.019,23.985,17.487,12.401,11.458,15.561,10.698,7.996,18.868,17.186,22.445,17.090,206.375,196.727,199.809,222.589,0.647,0.568,0.729,0.697,28.136,28.561,27.400,28.677
French,S17,Repetition,American,British,P14,C,FF_08,High,IL,856.744,944.301,2.775,2.286,3.606,2.481,-3.843,-2.382,-4.940,-4.251,6.618,4.668,8.546,6.732,1.340,1.188,0.347,2.410,16.986,18.475,14.524,17.811,17.119,18.032,17.128,16.249,9.958,11.641,8.894,9.277,17.824,17.303,18.881,17.367,190.451,190.657,191.745,189.034,0.758,0.929,0.816,0.526,27.660,27.269,27.140,28.590
French,S17,Repetition,American,British,P14,C,FM_05,High,IL,730.438,852.445,-12.093,-10.210,-8.865,-17.247,-10.491,-7.566,-8.484,-15.477,-1.602,-2.644,-0.381,-1.769,2.101,2.933,3.895,-0.552,3.566,3.493,6.028,1.234,7.709,8.506,9.263,5.383,-0.332,0.125,1.566,-2.643,14.697,14.523,15.136,14.466,189.759,181.430,183.175,204.568,0.679,0.660,0.718,0,25.123,21.485,32.224,0
French,S17,Repetition,American,British,P14,M,FF_01,High,IL,866.697,934.159,-6.609,-4.594,-5.783,-9.425,-10.216,-7.560,-9.494,-13.624,3.607,2.966,3.711,4.198,0.946,1.362,2.092,-0.640,8.894,10.722,9.524,6.459,7.913,9.331,8.661,5.802,0.833,1.215,1.403,-0.051,16.338,16.697,16.150,16.149,177.930,167.502,170.298,195.647,0.613,0.782,0.481,0.112,31.745,25.157,38.482,33.400
French,S17,Repetition,American,British,P14,M,FF_08,High,IL,861.833,953.697,-6.688,-12.486,-4.729,-2.941,4.392,2.983,6.815,3.474,-11.080,-15.469,-11.544,-6.415,3.880,2.887,5.611,3.230,3.726,0.641,5.302,5.246,5.490,-1.929,6.518,11.666,-3.776,-10.796,-3.992,3.236,18.586,17.525,19.604,18.651,99.827,98.840,100.410,100.156,0.783,0.743,0.804,0.800,27.393,24.720,27.206,30.260
French,S17,Repetition,American,British,P14,M,FM_05,High,IL,833.731,975.832,0.917,-2.452,3.040,2.216,-4.702,-3.813,-5.895,-4.470,5.620,1.361,8.936,6.686,1.864,3.359,-0.716,2.856,13.924,9.773,14.023,17.907,16.522,12.485,20.725,16.521,5.811,-1.034,8.864,9.574,18.168,14.191,19.667,20.631,196.009,191.608,194.453,201.793,0.732,0.652,0.748,0.758,27.427,21.156,26.460,31.730
French,S17,Repetition,American,British,P15,C,FF_08,High,ROUE,800.590,868.053,2.424,-2.435,4.719,5.068,-5.658,-6.711,-5.070,-5.161,8.082,4.276,9.789,10.229,2.571,2.362,3.439,1.932,14.332,14.191,14.715,14.118,25.098,19.916,28.048,27.451,13.808,13.000,14.703,13.804,18.801,13.719,20.124,22.533,200.029,209.775,199.483,190.795,0.855,0.817,0.892,0.849,31.787,33.272,32.250,30.183
French,S17,Repetition,American,British,P15,C,FM_02,High,ROUE,813.199,892.144,-6.490,-9.141,-5.124,-5.048,-10.248,-15.077,-8.422,-6.965,3.758,5.936,3.298,1.917,0.764,-5.102,3.196,4.499,6.709,7.485,7.496,5.106,20.081,17.152,21.840,21.443,5.807,7.835,6.614,2.902,16.034,14.324,16.030,17.784,165.291,165.383,169.013,161.436,0.701,0,0.711,0.691,36.985,0,33.081,40.744
French,S17,Repetition,American,British,P15,C,FM_06,High,ROUE,739.536,821.352,-12.035,-13.681,-9.019,-13.259,-2.370,-2.981,0.342,-4.267,-9.665,-10.700,-9.361,-8.992,2.628,-0.123,5.838,2.328,2.128,2.237,4.298,-0.015,13.953,7.528,17.135,17.351,2.109,-1.333,2.158,5.550,17.296,16.354,18.256,17.350,104.995,110.305,105.487,99.176,0.805,0.860,0.796,0.775,30.896,25.485,29.082,36.785
French,S17,Repetition,American,British,P15,M,FF_08,High,ROUE,840.344,902.065,-5.301,-13.386,-2.523,0.338,-5.546,-11.141,-2.459,-2.647,0.244,-2.245,-0.064,2.985,4.583,0.739,7.168,6.174,14.299,4.005,16.529,22.497,16.006,7.634,17.842,22.788,8.926,1.422,11.209,14.440,14.026,12.244,12.903,16.780,213.026,222.838,211.425,204.600,0.783,0.572,0.793,0.893,34.676,29.150,33.190,39.319
French,S17,Repetition,American,British,P15,M,FM_02,High,ROUE,888.528,971.780,-4.491,-8.171,-3.419,-1.980,0.577,-0.220,5.145,-2.909,-5.068,-7.950,-8.564,0.930,7.090,6.891,9.633,4.956,5.209,2.708,6.073,6.727,18.287,12.499,18.383,23.798,3.998,0.013,4.110,7.734,16.467,15.393,16.942,17.054,111.922,90.640,87.750,155.311,0.670,0.801,0.641,0.641,39.200,38.275,43.064,35.604
French,S17,Repetition,American,British,P15,M,FM_06,High,ROUE,752.743,843.172,0.552,-3.101,1.965,2.892,-8.123,-9.833,-7.548,-6.932,8.675,6.732,9.513,9.824,1.479,-1.083,1.891,3.656,15.258,14.344,15.387,16.047,25.871,22.430,27.035,28.270,12.899,9.538,12.888,16.350,17.978,14.437,18.077,21.414,201.757,196.412,199.397,209.340,0.723,0.574,0.785,0.788,25.413,20.700,20.432,34.643
French,S17,Repetition,American,British,P16,C,FF_08,Low,PLAT,816.200,981.267,6.936,6.723,7.753,6.360,1.443,1.138,3.263,-0.009,5.493,5.585,4.490,6.369,9.402,3.480,13.545,11.323,20.841,19.025,19.592,23.888,23.553,21.437,20.004,29.136,19.187,16.236,19.469,21.857,26.021,25.552,27.069,25.502,191.883,194.364,188.929,192.262,0.868,0.913,0.879,0.813,34.096,41.369,32.862,28.056
French,S17,Repetition,American,British,P16,C,FM_05,Low,PLAT,651.287,800.565,2.401,4.494,3.065,-0.316,0.121,-0.126,-0.317,0.874,2.280,4.620,3.382,-1.190,6.782,6.385,7.648,6.336,19.928,19.400,21.113,19.225,24.005,23.583,25.005,23.403,16.401,17.390,17.210,14.616,22.786,19.805,23.751,24.947,128.335,161.557,135.690,87.551,0.708,0.564,0.751,0.847,32.995,37.313,33.349,26.515
French,S17,Repetition,American,British,P16,C,FM_06,Low,PLAT,757.996,910.145,-7.748,-1.654,-8.543,-13.098,-9.128,-2.648,-6.020,-18.596,1.380,0.994,-2.523,5.498,2.257,5.628,3.218,-2.096,12.291,15.059,9.691,11.975,16.001,19.618,12.312,15.860,6.190,8.891,3.494,5.989,19.477,21.869,22.049,14.646,174.447,143.410,165.511,213.931,0.595,0.595,0,0,34.716,34.716,0,0
French,S17,Repetition,American,British,P16,M,FF_08,Low,PLAT,789.043,994.301,7.969,8.195,8.479,7.243,1.400,1.866,2.581,-0.228,6.569,6.329,5.897,7.472,4.758,3.124,6.732,4.389,20.818,18.951,23.368,20.149,24.237,23.649,24.591,24.458,17.460,15.811,15.980,20.602,25.967,24.300,26.907,26.711,197.104,198.593,195.182,197.538,0.864,0.861,0.897,0.834,52.067,62.966,49.522,43.835
French,S17,Repetition,American,British,P16,M,FM_05,Low,PLAT,791.841,994.228,7.906,7.041,8.211,8.468,3.295,3.330,4.609,1.965,4.611,3.711,3.602,6.504,7.340,4.870,11.092,6.032,20.080,17.883,20.315,22.055,24.159,22.511,23.743,26.230,15.536,12.238,16.350,17.980,27.174,26.380,27.759,27.416,192.830,181.311,190.135,206.998,0.856,0.897,0.826,0.845,48.355,40.196,51.345,53.569
French,S17,Repetition,American,British,P16,M,FM_06,Low,PLAT,818.503,1025.196,7.291,7.613,7.943,6.345,4.427,4.767,5.596,2.963,2.864,2.846,2.347,3.382,9.738,9.322,8.816,11.046,23.872,22.898,25.184,23.581,28.746,29.728,30.087,26.446,19.512,18.634,20.510,19.424,24.294,23.175,25.986,23.740,161.528,160.225,156.029,168.180,0.582,0.530,0.513,0.701,38.238,47.093,40.504,27.116
French,S17,Repetition,American,British,P17,C,FF_02,Low,PÂTE,1227.367,1487.168,9.672,10.332,10.036,8.652,5.214,5.039,6.233,4.390,4.458,5.293,3.803,4.262,11.459,9.255,12.032,13.162,21.855,21.658,20.905,23.006,28.166,26.889,27.987,29.598,22.363,20.716,20.668,25.781,25.736,24.924,26.471,25.848,188.818,196.066,187.397,182.899,0.883,0.888,0.891,0.871,58.099,73.291,58.269,43.087
French,S17,Repetition,American,British,P17,C,FF_08,Low,PÂTE,720.253,944.171,4.109,4.617,4.510,3.190,2.110,0.803,-0.403,5.997,1.999,3.814,4.914,-2.807,8.643,5.964,11.957,8.060,19.513,17.924,19.838,20.773,22.351,21.844,21.098,24.106,18.300,15.405,18.258,21.315,23.292,25.576,22.676,21.641,154.906,189.020,168.023,106.895,0.850,0.897,0.806,0.845,35.265,40.364,34.729,29.647
French,S17,Repetition,American,British,P17,C,FM_02,Low,PÂTE,783.356,1063.253,-16.457,-5.431,-18.744,-25.291,-24.242,-11.869,-25.827,-35.194,7.785,6.438,7.083,9.903,4.415,4.184,3.920,5.080,21.524,18.712,21.231,24.711,19.304,23.776,18.296,15.811,9.729,13.865,7.823,7.466,14.948,16.540,14.177,14.098,214.217,217.801,216.978,207.901,0.744,0.744,0,0,33.353,33.353,0,0
French,S17,Repetition,American,British,P17,C,FM_05,Low,PÂTE,663.544,817.129,1.969,6.124,3.381,-3.569,-1.378,2.027,0.808,-6.901,3.347,4.097,2.573,3.332,11.560,13.625,13.889,7.317,20.451,23.952,19.292,18.088,22.116,27.925,21.795,16.578,17.841,22.930,16.904,13.645,23.139,26.167,24.922,18.361,169.838,181.247,166.744,161.380,0.768,0.844,0.689,0.778,32.125,39.680,25.739,26.700
French,S17,Repetition,American,British,P17,C,FM_06,Low,PÂTE,692.009,895.831,3.652,6.503,3.198,1.233,1.219,4.598,0.749,-1.708,2.433,1.905,2.449,2.941,8.077,11.288,8.518,4.391,22.004,24.697,21.946,19.357,25.427,28.836,23.928,23.416,19.310,20.304,19.168,18.426,22.972,25.241,24.601,19.136,144.705,152.241,144.977,136.156,0.662,0.557,0.632,0.795,33.977,43.949,31.482,26.646
French,S17,Repetition,American,British,P17,M,FF_02,Low,PÂTE,1165.889,1464.446,9.879,10.435,9.888,9.317,7.141,7.360,7.555,6.509,2.738,3.075,2.333,2.807,10.969,11.332,8.034,13.538,20.954,20.061,21.300,21.487,24.441,26.044,26.505,20.767,23.854,23.508,26.204,21.838,28.136,28.608,28.409,27.406,178.853,182.396,178.329,175.841,0.910,0.918,0.917,0.896,47.566,57.422,46.544,38.722
French,S17,Repetition,American,British,P17,M,FF_08,Low,PÂTE,770.073,989.685,3.643,4.396,4.643,1.934,5.349,5.068,3.926,6.979,-1.706,-0.672,0.717,-5.044,-9.894,-8.809,-16.713,-4.414,16.007,19.592,20.810,7.867,9.076,8.714,7.563,10.902,5.090,4.859,3.598,6.737,23.935,23.745,26.112,22.028,202.299,201.682,199.732,205.368,0.856,0.913,0.916,0.739,43.923,49.555,45.319,36.895
French,S17,Repetition,American,British,P17,M,FM_02,Low,PÂTE,835.297,1093.664,3.344,7.566,3.493,-1.004,2.937,4.780,3.012,1.057,0.407,2.786,0.481,-2.062,10.314,16.074,8.738,6.108,19.532,22.541,18.899,17.165,24.754,30.520,23.562,20.153,19.071,22.565,18.696,16.005,23.198,25.085,22.943,21.590,133.219,180.476,132.932,86.203,0.764,0.893,0.633,0.770,31.195,39.833,25.448,25.545
French,S17,Repetition,American,British,P17,M,FM_05,Low,PÂTE,727.243,935.371,6.273,6.556,6.119,6.138,2.920,3.753,4.019,1.006,3.353,2.803,2.100,5.132,12.703,14.521,16.315,7.329,20.789,21.832,18.953,21.546,23.400,26.581,19.877,23.634,17.481,18.748,16.466,17.192,26.145,26.666,26.438,25.343,180.580,172.659,174.863,194.211,0.869,0.893,0.876,0.838,29.589,31.119,25.391,32.219
French,S17,Repetition,American,British,P17,M,FM_06,Low,PÂTE,615.868,809.643,5.071,6.529,6.450,2.292,1.062,3.917,4.452,-5.045,4.009,2.612,1.998,7.337,8.630,9.887,13.304,2.798,19.547,20.139,20.097,18.429,22.428,23.392,22.587,21.291,17.746,16.783,17.658,18.778,22.110,24.466,23.870,18.119,179.272,171.032,172.483,193.982,0.766,0.660,0.779,0.868,33.756,36.463,28.358,36.670
French,S17,Repetition,American,British,P18,C,FF_02,Low,PLAT,1127.810,1354.064,6.591,5.183,7.696,6.905,4.928,1.365,7.267,6.179,1.662,3.817,0.429,0.726,7.410,6.761,6.228,9.257,17.966,17.356,19.882,16.663,19.725,18.787,20.994,19.408,14.770,13.900,16.047,14.359,27.023,22.861,30.122,28.128,176.320,188.946,169.410,170.552,0.813,0.849,0.813,0.777,38.076,44.076,38.131,32.022
French,S17,Repetition,American,British,P18,C,FM_02,Low,PLAT,898.794,1015.058,1.156,0.342,2.415,0.819,-4.206,-6.119,-4.076,-2.378,5.362,6.461,6.491,3.197,-7.859,-10.014,-9.109,-4.493,17.725,16.613,18.066,18.535,17.453,17.047,18.633,16.785,14.453,16.141,15.147,12.151,23.438,20.699,24.272,25.419,49.728,58.405,47.975,42.748,0.562,0.767,0.112,0,41.144,41.482,40.400,0
French,S17,Repetition,American,British,P18,C,FM_06,Low,PLAT,814.537,933.672,-6.105,-2.839,-4.735,-10.612,0.132,2.029,0.843,-2.345,-6.236,-4.868,-5.578,-8.267,7.622,7.154,5.066,10.560,11.503,12.627,12.626,9.275,12.677,14.416,12.727,10.923,7.794,9.934,8.727,4.775,21.943,21.874,22.547,21.426,109.706,114.865,107.126,107.126,0.735,0.945,0.447,0,32.131,37.014,25.441,0
